               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  21,            0.019418,            0.028684,                   0,           0.0069035,             0.21739,           0.0098105,           0.0052224,            0.039303,            0.025781,                   0,            0.009868,            0.009868,            0.009868
                  22,            0.019301,            0.027065,                   0,           0.0083199,             0.21739,            0.009259,           0.0044152,            0.042262,            0.024446,                   0,           0.0098614,           0.0098614,           0.0098614
                  23,            0.022998,            0.025204,                   0,            0.010711,            0.086957,           0.0079978,            0.003726,            0.047896,            0.025364,                   0,           0.0098548,           0.0098548,           0.0098548
                  24,            0.026436,            0.024352,                   0,            0.093223,             0.69565,             0.12731,            0.078488,            0.027904,            0.023736,                   0,           0.0098482,           0.0098482,           0.0098482
                  25,            0.019484,             0.02527,                   0,             0.14127,             0.43478,             0.18408,             0.11909,            0.024778,            0.023293,                   0,           0.0098416,           0.0098416,           0.0098416
                  26,            0.017407,            0.023548,                   0,             0.15083,             0.58703,             0.16799,             0.11287,            0.022918,            0.023265,                   0,            0.009835,            0.009835,            0.009835
                  27,            0.020182,            0.022472,                   0,            0.089277,              0.3913,            0.071415,            0.031418,            0.031383,            0.022173,                   0,           0.0098284,           0.0098284,           0.0098284
                  28,            0.020656,            0.021496,                   0,             0.24157,             0.52174,             0.31397,             0.17022,            0.019728,            0.020332,                   0,           0.0098218,           0.0098218,           0.0098218
                  29,            0.015888,            0.021662,                   0,              0.2508,              0.3913,             0.34186,             0.25552,            0.016456,            0.020646,                   0,           0.0098152,           0.0098152,           0.0098152
                  30,            0.013227,            0.021389,                   0,             0.16513,              0.6536,             0.16415,             0.11345,            0.018476,            0.021237,                   0,           0.0098086,           0.0098086,           0.0098086
                  31,             0.01368,              0.0203,                   0,             0.15882,             0.65217,             0.15136,            0.098723,            0.019977,              0.0207,                   0,            0.009802,            0.009802,            0.009802
                  32,            0.013572,            0.019697,                   0,             0.14879,             0.65217,             0.14492,             0.11459,            0.017196,            0.020756,                   0,           0.0097954,           0.0097954,           0.0097954
                  33,            0.012833,            0.019329,                   0,              0.1656,             0.47826,             0.15888,             0.10973,            0.017487,            0.019084,                   0,           0.0097888,           0.0097888,           0.0097888
                  34,            0.014044,            0.018462,                   0,             0.21332,             0.56522,             0.23196,             0.18561,            0.014774,            0.018944,                   0,           0.0097822,           0.0097822,           0.0097822
                  35,            0.012825,             0.01834,                   0,             0.26923,             0.52174,             0.25926,             0.19432,            0.015693,            0.018521,                   0,           0.0097756,           0.0097756,           0.0097756
                  36,            0.012261,            0.017859,                   0,             0.27657,             0.56522,             0.26085,             0.19474,            0.015226,             0.01798,                   0,            0.009769,            0.009769,            0.009769
                  37,            0.011317,            0.017545,                   0,             0.30398,             0.47826,             0.28599,             0.22916,             0.01507,            0.017365,                   0,           0.0097624,           0.0097624,           0.0097624
                  38,            0.012045,             0.01672,                   0,             0.29517,             0.47826,             0.30231,             0.25817,            0.014506,            0.017406,                   0,           0.0097558,           0.0097558,           0.0097558
                  39,            0.013681,            0.016491,                   0,             0.32725,             0.47826,             0.30303,             0.25193,             0.01637,            0.016416,                   0,           0.0097492,           0.0097492,           0.0097492
                  40,            0.013254,            0.016346,                   0,             0.30457,             0.47826,             0.32551,              0.2819,            0.015374,            0.016201,                   0,           0.0097426,           0.0097426,           0.0097426
                  41,            0.011056,            0.016112,                   0,             0.31418,             0.59772,             0.30786,             0.26384,            0.013429,            0.016694,                   0,            0.009736,            0.009736,            0.009736
                  42,            0.010078,            0.015813,                   0,             0.29806,             0.57244,             0.28426,             0.25395,            0.013592,            0.016385,                   0,           0.0097294,           0.0097294,           0.0097294
                  43,            0.011617,            0.015393,                   0,             0.30205,             0.47826,             0.32069,             0.27723,            0.014378,            0.016029,                   0,           0.0097228,           0.0097228,           0.0097228
                  44,            0.011183,            0.015185,                   0,             0.27805,             0.56522,             0.28097,             0.24608,            0.013977,            0.016152,                   0,           0.0097162,           0.0097162,           0.0097162
                  45,           0.0088534,            0.014966,                   0,             0.32864,             0.47826,              0.3134,             0.26803,            0.012835,            0.015793,                   0,           0.0097096,           0.0097096,           0.0097096
                  46,           0.0092687,            0.014553,                   0,             0.25856,             0.65217,              0.3022,             0.26985,             0.01312,            0.015956,                   0,            0.009703,            0.009703,            0.009703
                  47,            0.010134,            0.014114,                   0,             0.24346,             0.53182,             0.28414,             0.24919,            0.014453,            0.015713,                   0,           0.0096964,           0.0096964,           0.0096964
                  48,           0.0097546,            0.014008,                   0,             0.33966,             0.47826,             0.34674,             0.30163,            0.014934,             0.01532,                   0,           0.0096898,           0.0096898,           0.0096898
                  49,           0.0091152,            0.013288,                   0,              0.2754,             0.52174,             0.28076,             0.24879,            0.013573,            0.016077,                   0,           0.0096832,           0.0096832,           0.0096832
                  50,           0.0099304,            0.013405,                   0,             0.30653,             0.28874,             0.26252,             0.21424,            0.014511,            0.018023,                   0,           0.0096766,           0.0096766,           0.0096766
                  51,            0.011547,            0.014062,                   0,             0.11442,             0.56522,             0.12466,            0.086325,             0.01655,            0.032075,                   0,             0.00967,             0.00967,             0.00967
                  52,            0.010716,             0.01413,                   0,             0.36378,             0.47826,             0.30341,             0.25154,            0.013608,            0.015571,                   0,           0.0096634,           0.0096634,           0.0096634
                  53,           0.0072167,            0.012985,                   0,             0.30417,             0.47826,             0.26108,             0.22938,             0.01295,            0.015484,                   0,           0.0096568,           0.0096568,           0.0096568
                  54,           0.0075791,            0.012441,                   0,             0.32337,             0.47792,             0.24177,             0.21317,            0.012952,            0.015418,                   0,           0.0096502,           0.0096502,           0.0096502
                  55,           0.0090667,            0.012173,                   0,             0.31624,             0.47826,             0.27595,             0.23373,            0.013028,            0.015436,                   0,           0.0096436,           0.0096436,           0.0096436
                  56,           0.0090457,            0.011712,                   0,             0.29464,             0.56522,             0.26347,             0.22853,               0.013,            0.015374,                   0,            0.009637,            0.009637,            0.009637
                  57,           0.0075557,             0.01113,                   0,             0.33182,             0.56522,             0.27775,             0.24777,              0.0123,            0.015297,                   0,           0.0096304,           0.0096304,           0.0096304
                  58,           0.0085045,            0.010841,                   0,             0.32661,             0.46423,             0.29638,             0.24923,            0.013085,            0.016244,                   0,           0.0096238,           0.0096238,           0.0096238
                  59,           0.0087853,            0.010714,                   0,             0.35848,             0.47826,             0.28299,             0.24823,            0.013278,             0.01608,                   0,           0.0096172,           0.0096172,           0.0096172
                  60,           0.0080738,            0.010065,                   0,             0.33124,             0.43478,             0.24605,             0.20386,            0.014794,            0.015947,                   0,           0.0096106,           0.0096106,           0.0096106
                  61,           0.0093169,            0.009662,                   0,             0.29116,             0.52174,              0.3166,             0.23665,            0.013353,            0.016775,                   0,            0.009604,            0.009604,            0.009604
                  62,            0.011913,           0.0097549,                   0,             0.38708,             0.43478,             0.31373,             0.25675,            0.016213,            0.016149,                   0,           0.0095974,           0.0095974,           0.0095974
                  63,            0.013852,            0.010209,                   0,             0.32531,             0.56603,             0.30438,             0.26203,            0.018738,            0.026687,                   0,           0.0095908,           0.0095908,           0.0095908
                  64,            0.010126,           0.0096434,                   0,             0.31617,             0.52174,             0.27622,             0.24228,            0.012996,             0.01781,                   0,           0.0095842,           0.0095842,           0.0095842
                  65,           0.0079402,           0.0088397,                   0,             0.36971,             0.52174,             0.29951,             0.25892,            0.012376,            0.016278,                   0,           0.0095776,           0.0095776,           0.0095776
